,status,bus_age,route_name,yyyymmdd,count
859,閒置中,電巴車齡3年,60覺民幹線,2012-09-28,42
860,充電中,電巴車齡3年,60覺民幹線,2012-09-29,100
861,值勤中,電巴車齡3年,60覺民幹線,2012-09-29,82
862,備用中,電巴車齡3年,60覺民幹線,2012-09-29,92
863,閒置中,電巴車齡3年,60覺民幹線,2012-09-29,21
864,充電中,電巴車齡3年,60覺民幹線,2012-09-30,27
865,值勤中,電巴車齡3年,60覺民幹線,2012-09-30,34
866,備用中,電巴車齡3年,60覺民幹線,2012-09-30,89
867,閒置中,電巴車齡3年,60覺民幹線,2012-09-30,56
868,充電中,電巴車齡3年,60覺民幹線,2012-10-01,17
869,值勤中,電巴車齡3年,60覺民幹線,2012-10-01,97
870,備用中,電巴車齡3年,60覺民幹線,2012-10-01,4
871,閒置中,電巴車齡3年,60覺民幹線,2012-10-01,69
872,充電中,電巴車齡3年,60覺民幹線,2012-10-02,69
873,值勤中,電巴車齡3年,60覺民幹線,2012-10-02,94
874,備用中,電巴車齡3年,60覺民幹線,2012-10-02,48
875,閒置中,電巴車齡3年,60覺民幹線,2012-10-02,85
876,充電中,電巴車齡3年,60覺民幹線,2012-10-03,84
877,值勤中,電巴車齡3年,60覺民幹線,2012-10-03,36
878,備用中,電巴車齡3年,60覺民幹線,2012-10-03,25
879,閒置中,電巴車齡3年,60覺民幹線,2012-10-03,41
880,充電中,電巴車齡3年,60覺民幹線,2012-10-04,15
881,值勤中,電巴車齡3年,60覺民幹線,2012-10-04,3
882,備用中,電巴車齡3年,60覺民幹線,2012-10-04,22
883,閒置中,電巴車齡3年,60覺民幹線,2012-10-04,9
884,充電中,電巴車齡3年,60覺民幹線,2012-10-05,94
885,值勤中,電巴車齡3年,60覺民幹線,2012-10-05,33
886,備用中,電巴車齡3年,60覺民幹線,2012-10-05,18
887,閒置中,電巴車齡3年,60覺民幹線,2012-10-05,47
888,充電中,電巴車齡3年,60覺民幹線,2012-10-06,99
889,值勤中,電巴車齡3年,60覺民幹線,2012-10-06,59
890,備用中,電巴車齡3年,60覺民幹線,2012-10-06,31
891,閒置中,電巴車齡3年,60覺民幹線,2012-10-06,91
892,充電中,電巴車齡3年,60覺民幹線,2012-10-07,92
893,值勤中,電巴車齡3年,60覺民幹線,2012-10-07,23
894,備用中,電巴車齡3年,60覺民幹線,2012-10-07,47
895,閒置中,電巴車齡3年,60覺民幹線,2012-10-07,23
896,充電中,電巴車齡3年,60覺民幹線,2012-10-08,87
897,值勤中,電巴車齡3年,60覺民幹線,2012-10-08,74
898,備用中,電巴車齡3年,60覺民幹線,2012-10-08,1
899,閒置中,電巴車齡3年,60覺民幹線,2012-10-08,97
900,充電中,電巴車齡3年,60覺民幹線,2012-10-09,39
901,值勤中,電巴車齡3年,60覺民幹線,2012-10-09,22
902,備用中,電巴車齡3年,60覺民幹線,2012-10-09,31
903,閒置中,電巴車齡3年,60覺民幹線,2012-10-09,7
904,充電中,電巴車齡3年,60覺民幹線,2012-10-10,11
905,值勤中,電巴車齡3年,60覺民幹線,2012-10-10,62
906,備用中,電巴車齡3年,60覺民幹線,2012-10-10,60
907,閒置中,電巴車齡3年,60覺民幹線,2012-10-10,96
908,充電中,電巴車齡3年,60覺民幹線,2012-10-11,37
909,值勤中,電巴車齡3年,60覺民幹線,2012-10-11,3
910,備用中,電巴車齡3年,60覺民幹線,2012-10-11,81
911,閒置中,電巴車齡3年,60覺民幹線,2012-10-11,14
912,充電中,電巴車齡3年,60覺民幹線,2012-10-12,64
913,值勤中,電巴車齡3年,60覺民幹線,2012-10-12,63
914,備用中,電巴車齡3年,60覺民幹線,2012-10-12,31
915,閒置中,電巴車齡3年,60覺民幹線,2012-10-12,92
916,充電中,電巴車齡3年,60覺民幹線,2012-10-13,95
917,值勤中,電巴車齡3年,60覺民幹線,2012-10-13,47
918,備用中,電巴車齡3年,60覺民幹線,2012-10-13,81
919,閒置中,電巴車齡3年,60覺民幹線,2012-10-13,79
920,充電中,電巴車齡3年,60覺民幹線,2012-10-14,28
921,值勤中,電巴車齡3年,60覺民幹線,2012-10-14,20
922,備用中,電巴車齡3年,60覺民幹線,2012-10-14,73
923,閒置中,電巴車齡3年,60覺民幹線,2012-10-14,99
924,充電中,電巴車齡3年,60覺民幹線,2012-10-15,87
925,值勤中,電巴車齡3年,60覺民幹線,2012-10-15,100
926,備用中,電巴車齡3年,60覺民幹線,2012-10-15,18
927,閒置中,電巴車齡3年,60覺民幹線,2012-10-15,58
928,充電中,電巴車齡3年,60覺民幹線,2012-10-16,69
929,值勤中,電巴車齡3年,60覺民幹線,2012-10-16,33
930,備用中,電巴車齡3年,60覺民幹線,2012-10-16,6
931,閒置中,電巴車齡3年,60覺民幹線,2012-10-16,66
932,充電中,電巴車齡3年,60覺民幹線,2012-10-17,68
933,值勤中,電巴車齡3年,60覺民幹線,2012-10-17,28
934,備用中,電巴車齡3年,60覺民幹線,2012-10-17,44
935,閒置中,電巴車齡3年,60覺民幹線,2012-10-17,9
936,充電中,電巴車齡3年,60覺民幹線,2012-10-18,81
937,值勤中,電巴車齡3年,60覺民幹線,2012-10-18,17
938,備用中,電巴車齡3年,60覺民幹線,2012-10-18,84
939,閒置中,電巴車齡3年,60覺民幹線,2012-10-18,73
940,充電中,電巴車齡3年,60覺民幹線,2012-10-19,9
941,值勤中,電巴車齡3年,60覺民幹線,2012-10-19,3
942,備用中,電巴車齡3年,60覺民幹線,2012-10-19,29
943,閒置中,電巴車齡3年,60覺民幹線,2012-10-19,45
944,充電中,電巴車齡3年,60覺民幹線,2012-10-20,88
945,值勤中,電巴車齡3年,60覺民幹線,2012-10-20,22
946,備用中,電巴車齡3年,60覺民幹線,2012-10-20,98
947,閒置中,電巴車齡3年,60覺民幹線,2012-10-20,36
948,充電中,電巴車齡3年,60覺民幹線,2012-10-21,16
949,值勤中,電巴車齡3年,60覺民幹線,2012-10-21,65
950,備用中,電巴車齡3年,60覺民幹線,2012-10-21,3
951,閒置中,電巴車齡3年,60覺民幹線,2012-10-21,32
952,充電中,電巴車齡3年,60覺民幹線,2012-10-22,56
953,值勤中,電巴車齡3年,60覺民幹線,2012-10-22,20
954,備用中,電巴車齡3年,60覺民幹線,2012-10-22,22
955,閒置中,電巴車齡3年,60覺民幹線,2012-10-22,53
956,充電中,電巴車齡3年,60覺民幹線,2012-10-23,43
957,值勤中,電巴車齡3年,60覺民幹線,2012-10-23,58
958,備用中,電巴車齡3年,60覺民幹線,2012-10-23,18
959,閒置中,電巴車齡3年,60覺民幹線,2012-10-23,36
960,充電中,電巴車齡3年,60覺民幹線,2012-10-24,1
961,值勤中,電巴車齡3年,60覺民幹線,2012-10-24,15
962,備用中,電巴車齡3年,60覺民幹線,2012-10-24,74
963,閒置中,電巴車齡3年,60覺民幹線,2012-10-24,66
964,充電中,電巴車齡3年,60覺民幹線,2012-10-25,58
965,值勤中,電巴車齡3年,60覺民幹線,2012-10-25,48
966,備用中,電巴車齡3年,60覺民幹線,2012-10-25,6
967,閒置中,電巴車齡3年,60覺民幹線,2012-10-25,7
968,充電中,電巴車齡3年,60覺民幹線,2012-10-26,75
969,值勤中,電巴車齡3年,60覺民幹線,2012-10-26,31
970,備用中,電巴車齡3年,60覺民幹線,2012-10-26,89
971,閒置中,電巴車齡3年,60覺民幹線,2012-10-26,41
972,充電中,電巴車齡3年,60覺民幹線,2012-10-27,63
973,值勤中,電巴車齡3年,60覺民幹線,2012-10-27,91
974,備用中,電巴車齡3年,60覺民幹線,2012-10-27,87
975,閒置中,電巴車齡3年,60覺民幹線,2012-10-27,51
976,充電中,電巴車齡3年,60覺民幹線,2012-10-28,34
977,值勤中,電巴車齡3年,60覺民幹線,2012-10-28,38
978,備用中,電巴車齡3年,60覺民幹線,2012-10-28,25
979,閒置中,電巴車齡3年,60覺民幹線,2012-10-28,21
980,充電中,電巴車齡3年,60覺民幹線,2012-10-29,42
981,值勤中,電巴車齡3年,60覺民幹線,2012-10-29,95
982,備用中,電巴車齡3年,60覺民幹線,2012-10-29,46
983,閒置中,電巴車齡3年,60覺民幹線,2012-10-29,9
984,充電中,電巴車齡3年,60覺民幹線,2012-10-30,87
985,值勤中,電巴車齡3年,60覺民幹線,2012-10-30,2
986,備用中,電巴車齡3年,60覺民幹線,2012-10-30,69
987,閒置中,電巴車齡3年,60覺民幹線,2012-10-30,81
988,充電中,電巴車齡3年,60覺民幹線,2012-10-31,41
989,值勤中,電巴車齡3年,60覺民幹線,2012-10-31,95
990,備用中,電巴車齡3年,60覺民幹線,2012-10-31,17
991,閒置中,電巴車齡3年,60覺民幹線,2012-10-31,10
992,充電中,電巴車齡3年,60覺民幹線,2012-11-01,84
993,值勤中,電巴車齡3年,60覺民幹線,2012-11-01,71
994,備用中,電巴車齡3年,60覺民幹線,2012-11-01,10
995,閒置中,電巴車齡3年,60覺民幹線,2012-11-01,63
996,充電中,電巴車齡3年,60覺民幹線,2012-11-02,31
997,值勤中,電巴車齡3年,60覺民幹線,2012-11-02,2
998,備用中,電巴車齡3年,60覺民幹線,2012-11-02,22
999,閒置中,電巴車齡3年,60覺民幹線,2012-11-02,56
1000,充電中,電巴車齡3年,60覺民幹線,2012-11-03,60
1001,值勤中,電巴車齡3年,60覺民幹線,2012-11-03,50
1002,備用中,電巴車齡3年,60覺民幹線,2012-11-03,93
1003,閒置中,電巴車齡3年,60覺民幹線,2012-11-03,18
1004,充電中,電巴車齡3年,60覺民幹線,2012-11-04,58
1005,值勤中,電巴車齡3年,60覺民幹線,2012-11-04,21
1006,備用中,電巴車齡3年,60覺民幹線,2012-11-04,60
1007,閒置中,電巴車齡3年,60覺民幹線,2012-11-04,53
1008,充電中,電巴車齡3年,60覺民幹線,2012-11-05,32
1009,值勤中,電巴車齡3年,60覺民幹線,2012-11-05,16
1010,備用中,電巴車齡3年,60覺民幹線,2012-11-05,19
1011,閒置中,電巴車齡3年,60覺民幹線,2012-11-05,40
1012,充電中,電巴車齡3年,60覺民幹線,2012-11-06,94
1013,值勤中,電巴車齡3年,60覺民幹線,2012-11-06,90
1014,備用中,電巴車齡3年,60覺民幹線,2012-11-06,70
1015,閒置中,電巴車齡3年,60覺民幹線,2012-11-06,39
1016,充電中,電巴車齡3年,60覺民幹線,2012-11-07,26
1017,值勤中,電巴車齡3年,60覺民幹線,2012-11-07,59
1018,備用中,電巴車齡3年,60覺民幹線,2012-11-07,48
1019,閒置中,電巴車齡3年,60覺民幹線,2012-11-07,29
1020,充電中,電巴車齡3年,60覺民幹線,2012-11-08,98
1021,值勤中,電巴車齡3年,60覺民幹線,2012-11-08,1
1022,備用中,電巴車齡3年,60覺民幹線,2012-11-08,98
1023,閒置中,電巴車齡3年,60覺民幹線,2012-11-08,70
1024,充電中,電巴車齡3年,60覺民幹線,2012-11-09,10
1025,值勤中,電巴車齡3年,60覺民幹線,2012-11-09,87
1026,備用中,電巴車齡3年,60覺民幹線,2012-11-09,60
1027,閒置中,電巴車齡3年,60覺民幹線,2012-11-09,83
1028,充電中,電巴車齡3年,60覺民幹線,2012-11-10,12
1029,值勤中,電巴車齡3年,60覺民幹線,2012-11-10,28
1030,備用中,電巴車齡3年,60覺民幹線,2012-11-10,74
1031,閒置中,電巴車齡3年,60覺民幹線,2012-11-10,17
1032,充電中,電巴車齡3年,60覺民幹線,2012-11-11,7
1033,值勤中,電巴車齡3年,60覺民幹線,2012-11-11,83
1034,備用中,電巴車齡3年,60覺民幹線,2012-11-11,98
1035,閒置中,電巴車齡3年,60覺民幹線,2012-11-11,69
1036,充電中,電巴車齡3年,60覺民幹線,2012-11-12,23
1037,值勤中,電巴車齡3年,60覺民幹線,2012-11-12,6
1038,備用中,電巴車齡3年,60覺民幹線,2012-11-12,60
1039,閒置中,電巴車齡3年,60覺民幹線,2012-11-12,83
1040,充電中,電巴車齡3年,60覺民幹線,2012-11-13,35
1041,值勤中,電巴車齡3年,60覺民幹線,2012-11-13,66
1042,備用中,電巴車齡3年,60覺民幹線,2012-11-13,27
1043,閒置中,電巴車齡3年,60覺民幹線,2012-11-13,39
1044,充電中,電巴車齡3年,60覺民幹線,2012-11-14,45
1045,值勤中,電巴車齡3年,60覺民幹線,2012-11-14,71
1046,備用中,電巴車齡3年,60覺民幹線,2012-11-14,64
1047,閒置中,電巴車齡3年,60覺民幹線,2012-11-14,2
1048,充電中,電巴車齡3年,60覺民幹線,2012-11-15,39
1049,值勤中,電巴車齡3年,60覺民幹線,2012-11-15,93
1050,備用中,電巴車齡3年,60覺民幹線,2012-11-15,43
1051,閒置中,電巴車齡3年,60覺民幹線,2012-11-15,27
1052,充電中,電巴車齡3年,60覺民幹線,2012-11-16,98
1053,值勤中,電巴車齡3年,60覺民幹線,2012-11-16,1
1054,備用中,電巴車齡3年,60覺民幹線,2012-11-16,93
1055,閒置中,電巴車齡3年,60覺民幹線,2012-11-16,38
1056,充電中,電巴車齡3年,60覺民幹線,2012-11-17,69
1057,值勤中,電巴車齡3年,60覺民幹線,2012-11-17,47
1058,備用中,電巴車齡3年,60覺民幹線,2012-11-17,73
1059,閒置中,電巴車齡3年,60覺民幹線,2012-11-17,69
1060,充電中,電巴車齡3年,60覺民幹線,2012-11-18,62
1061,值勤中,電巴車齡3年,60覺民幹線,2012-11-18,76
1062,備用中,電巴車齡3年,60覺民幹線,2012-11-18,96
1063,閒置中,電巴車齡3年,60覺民幹線,2012-11-18,21
1064,充電中,電巴車齡3年,60覺民幹線,2012-11-19,94
1065,值勤中,電巴車齡3年,60覺民幹線,2012-11-19,69
1066,備用中,電巴車齡3年,60覺民幹線,2012-11-19,45
1067,閒置中,電巴車齡3年,60覺民幹線,2012-11-19,8
1068,充電中,電巴車齡3年,60覺民幹線,2012-11-20,43
1069,值勤中,電巴車齡3年,60覺民幹線,2012-11-20,10
1070,備用中,電巴車齡3年,60覺民幹線,2012-11-20,38
1071,閒置中,電巴車齡3年,60覺民幹線,2012-11-20,82
1072,充電中,電巴車齡3年,60覺民幹線,2012-11-21,97
1073,值勤中,電巴車齡3年,60覺民幹線,2012-11-21,6
1074,備用中,電巴車齡3年,60覺民幹線,2012-11-21,55
1075,閒置中,電巴車齡3年,60覺民幹線,2012-11-21,67
1076,充電中,電巴車齡3年,60覺民幹線,2012-11-22,61
1077,值勤中,電巴車齡3年,60覺民幹線,2012-11-22,46
1078,備用中,電巴車齡3年,60覺民幹線,2012-11-22,22
1079,閒置中,電巴車齡3年,60覺民幹線,2012-11-22,51
1080,充電中,電巴車齡3年,60覺民幹線,2012-11-23,37
1081,值勤中,電巴車齡3年,60覺民幹線,2012-11-23,67
1082,備用中,電巴車齡3年,60覺民幹線,2012-11-23,100
1083,閒置中,電巴車齡3年,60覺民幹線,2012-11-23,20
1084,充電中,電巴車齡3年,60覺民幹線,2012-11-24,4
1085,值勤中,電巴車齡3年,60覺民幹線,2012-11-24,96
1086,備用中,電巴車齡3年,60覺民幹線,2012-11-24,32
1087,閒置中,電巴車齡3年,60覺民幹線,2012-11-24,93
1088,充電中,電巴車齡3年,60覺民幹線,2012-11-25,12
1089,值勤中,電巴車齡3年,60覺民幹線,2012-11-25,83
1090,備用中,電巴車齡3年,60覺民幹線,2012-11-25,26
1091,閒置中,電巴車齡3年,60覺民幹線,2012-11-25,54
1092,充電中,電巴車齡3年,60覺民幹線,2012-11-26,25
1093,值勤中,電巴車齡3年,60覺民幹線,2012-11-26,92
1094,備用中,電巴車齡3年,60覺民幹線,2012-11-26,74
1095,閒置中,電巴車齡3年,60覺民幹線,2012-11-26,92
1096,充電中,電巴車齡3年,60覺民幹線,2012-11-27,63
1097,值勤中,電巴車齡3年,60覺民幹線,2012-11-27,13
1098,備用中,電巴車齡3年,60覺民幹線,2012-11-27,34
1099,閒置中,電巴車齡3年,60覺民幹線,2012-11-27,92
